device_id,device_info,device_type,os,browser,screen,match_status,is_new,is_proxy
SAMSUNG SM-G892A Build/NRD90M | Android 7.0 | samsung browser 6.2 | 2220x1080,SAMSUNG SM-G892A Build/NRD90M,mobile,Android 7.0,samsung browser 6.2,2220x1080,match_status:2,New,
Linux x86_64 | Linux | firefox 60.0 | 1920x1080,Linux x86_64,desktop,Linux,firefox 60.0,1920x1080,match_status:2,Found,
iOS Device | iOS 11.1.1 | mobile safari 9.0 | 1334x750,iOS Device,mobile,iOS 11.1.1,mobile safari 9.0,1334x750,match_status:2,New,
Trident/7.0 | Windows 10 | ie 11.0 for tablet | 2559x1440,Trident/7.0,desktop,Windows 10,ie 11.0 for tablet,2559x1440,match_status:2,Found,
LG-M210 Build/NRD90U | Android 7.0 | chrome 66.0 for android | 1280x720,LG-M210 Build/NRD90U,mobile,Android 7.0,chrome 66.0 for android,1280x720,match_status:2,New,
FRD-L09 Build/HUAWEIFRD-L09 | Android 7.0 | chrome 66.0 for android | 1920x1080,FRD-L09 Build/HUAWEIFRD-L09,mobile,Android 7.0,chrome 66.0 for android,1920x1080,match_status:2,Found,
rv:60.0 | Mac OS X 10.13 | firefox 60.0 | 2560x1600,rv:60.0,desktop,Mac OS X 10.13,firefox 60.0,2560x1600,match_status:2,Found,
MacOS | Mac OS X 10_13_4 | safari 11.0 | 1360x768,MacOS,desktop,Mac OS X 10_13_4,safari 11.0,1360x768,match_status:2,New,
iOS Device | iOS 11.3.1 | chrome 66.0 for ios | 1136x640,iOS Device,mobile,iOS 11.3.1,chrome 66.0 for ios,1136x640,match_status:2,New,
rv:11.0 | Windows 7 | ie 11.0 for desktop | 1279x1023,rv:11.0,desktop,Windows 7,ie 11.0 for desktop,1279x1023,match_status:2,New,
Trident/7.0 | Windows 8.1 | ie 11.0 for tablet | 1919x1079,Trident/7.0,desktop,Windows 8.1,ie 11.0 for tablet,1919x1079,match_status:2,Found,
MacOS | Mac OS X 10_10_5 | safari 10.0 | 1680x1050,MacOS,desktop,Mac OS X 10_10_5,safari 10.0,1680x1050,match_status:2,Found,
iOS Device | iOS 11.3.1 | google | 2001x1125,iOS Device,mobile,iOS 11.3.1,google,2001x1125,match_status:2,New,
Techpad |  | chrome 66.0 for android | ,Techpad,mobile,,chrome 66.0 for android,,,New,
Linux x86_64 |  | firefox 60.0 | ,Linux x86_64,desktop,,firefox 60.0,,,Found,
Windows |  | firefox 55.0 | ,Windows,desktop,,firefox 55.0,,,Found,
Windows | Windows 10 | edge 17.0 | 1920x1200,Windows,desktop,Windows 10,edge 17.0,1920x1200,match_status:2,Found,
Trident/7.0 | Windows 10 | ie 11.0 for desktop | 1679x1049,Trident/7.0,desktop,Windows 10,ie 11.0 for desktop,1679x1049,match_status:2,Found,
iOS Device | iOS 11.3.1 | chrome 63.0 for ios | 1334x750,iOS Device,mobile,iOS 11.3.1,chrome 63.0 for ios,1334x750,match_status:2,New,
Redmi Note 3 Build/MMB29M |  | chrome 66.0 for android | ,Redmi Note 3 Build/MMB29M,mobile,,chrome 66.0 for android,,,New,
TA-1038 Build/NMF26O |  | chrome 66.0 for android | ,TA-1038 Build/NMF26O,mobile,,chrome 66.0 for android,,,New,
TA-1025 Build/OPR1.170623.026 | Android 8.1.0 | chrome 66.0 for android | 1920x1080,TA-1025 Build/OPR1.170623.026,mobile,Android 8.1.0,chrome 66.0 for android,1920x1080,match_status:2,New,
ORION |  | chrome 66.0 for android | ,ORION,mobile,,chrome 66.0 for android,,,New,
MacOS | Mac OS X 10_10_5 | chrome 67.0 | 1920x1200,MacOS,desktop,Mac OS X 10_10_5,chrome 67.0,1920x1200,match_status:2,Found,
rv:60.0 | Windows 8.1 | firefox 60.0 | 1600x900,rv:60.0,desktop,Windows 8.1,firefox 60.0,1600x900,match_status:2,Unknown,IP_PROXY:TRANSPARENT
Trident/7.0 | Windows 8.1 | ie 11.0 for tablet | 1920x1080,Trident/7.0,desktop,Windows 8.1,ie 11.0 for tablet,1920x1080,match_status:2,Found,
Build/OPM1.171019.011 | Android 8.1.0 | chrome 66.0 for android | 2160x1081,Build/OPM1.171019.011,mobile,Android 8.1.0,chrome 66.0 for android,2160x1081,match_status:2,New,IP_PROXY:TRANSPARENT
BLU ENERGY X PLUS Build/LRX21M |  | chrome 66.0 for android | ,BLU ENERGY X PLUS Build/LRX21M,mobile,,chrome 66.0 for android,,,Found,
Nexus 5X Build/OPR4.170623.006 |  | chrome 66.0 for android | ,Nexus 5X Build/OPR4.170623.006,mobile,,chrome 66.0 for android,,,New,
Windows | Windows 10 | edge 16.0 | 1920x1279,Windows,desktop,Windows 10,edge 16.0,1920x1279,match_status:2,Found,
SAMSUNG SM-G930T Build/NRD90M | Android 7.0 | samsung browser 6.4 | 1920x1080,SAMSUNG SM-G930T Build/NRD90M,mobile,Android 7.0,samsung browser 6.4,1920x1080,,Found,
Ilium X220 Build/MRA58K |  | chrome 56.0 for android | ,Ilium X220 Build/MRA58K,mobile,,chrome 56.0 for android,,,New,
CPH1723 | Android 7.1.1 | chrome 66.0 for android | 2160x1080,CPH1723,mobile,Android 7.1.1,chrome 66.0 for android,2160x1080,match_status:2,New,
TA-1027 Build/OPR1.170623.026 |  | chrome 66.0 for android | ,TA-1027 Build/OPR1.170623.026,mobile,,chrome 66.0 for android,,,New,
SM-G928G Build/MMB29K |  | chrome 66.0 for android | ,SM-G928G Build/MMB29K,mobile,,chrome 66.0 for android,,,New,
2PYB2 |  | chrome 66.0 for android | ,2PYB2,mobile,,chrome 66.0 for android,,,Found,
Windows | Windows 7 | chrome 66.0 | 1280x720,Windows,desktop,Windows 7,chrome 66.0,1280x720,match_status:2,Found,
SAMSUNG-SM-J327A Build/NRD90M | Android 7.0 | chrome 66.0 for android | 1280x720,SAMSUNG-SM-J327A Build/NRD90M,mobile,Android 7.0,chrome 66.0 for android,1280x720,match_status:2,New,IP_PROXY:TRANSPARENT
 |  | opera 53.0 | ,,desktop,,opera 53.0,,,New,
SM-J530F Build/NRD90M |  | chrome 66.0 for android | ,SM-J530F Build/NRD90M,mobile,,chrome 66.0 for android,,,Found,
Windows | Windows 10 | edge 17.0 | 1366x767,Windows,desktop,Windows 10,edge 17.0,1366x767,match_status:2,Found,
gxq6580_weg_l Build/LMY47I |  | chrome 66.0 for android | ,gxq6580_weg_l Build/LMY47I,mobile,,chrome 66.0 for android,,,New,
G3313 Build/43.0.A.7.25 |  | chrome 66.0 for android | ,G3313 Build/43.0.A.7.25,mobile,,chrome 66.0 for android,,,New,
Pixel XL Build/OPM4.171019.016.B1 | Android 8.1.0 | chrome 66.0 for android | 2562x1442,Pixel XL Build/OPM4.171019.016.B1,mobile,Android 8.1.0,chrome 66.0 for android,2562x1442,match_status:2,Found,
iOS Device | iOS 11.3.1 | google | 2436x1125,iOS Device,mobile,iOS 11.3.1,google,2436x1125,match_status:2,Found,
rv:60.0 | Mac OS X 10.9 | firefox 60.0 | 1280x800,rv:60.0,desktop,Mac OS X 10.9,firefox 60.0,1280x800,match_status:2,Found,
SM-P600 Build/LMY47X | Android 5.1.1 | chrome 61.0 for android | 2560x1600,SM-P600 Build/LMY47X,mobile,Android 5.1.1,chrome 61.0 for android,2560x1600,match_status:2,Found,
MHA-L09 Build/HUAWEIMHA-L09 |  | chrome 66.0 for android | ,MHA-L09 Build/HUAWEIMHA-L09,mobile,,chrome 66.0 for android,,,New,
Z982 Build/NMF26V |  | chrome 66.0 for android | ,Z982 Build/NMF26V,mobile,,chrome 66.0 for android,,,New,
VK700 Build/LRX22G | Android 5.0.2 | chrome 66.0 for android | 1280x800,VK700 Build/LRX22G,mobile,Android 5.0.2,chrome 66.0 for android,1280x800,match_status:2,New,
SM-G930V Build/NRD90M | Android 7.0 | chrome 65.0 for android | 2560x1440,SM-G930V Build/NRD90M,mobile,Android 7.0,chrome 65.0 for android,2560x1440,match_status:2,Found,
Windows | Windows 7 | firefox 60.0 | 1600x1200,Windows,desktop,Windows 7,firefox 60.0,1600x1200,match_status:2,New,
rv:60.0 | Mac OS X 10.11 | firefox 60.0 | 1366x768,rv:60.0,desktop,Mac OS X 10.11,firefox 60.0,1366x768,match_status:2,Found,
LGMS330 Build/LMY47V | Android 5.1.1 | chrome 51.0 for android | 855x480,LGMS330 Build/LMY47V,mobile,Android 5.1.1,chrome 51.0 for android,855x480,match_status:2,New,
SM-G955U1 Build/R16NW |  | chrome 66.0 for android | ,SM-G955U1 Build/R16NW,mobile,,chrome 66.0 for android,,,New,
RNE-L22 Build/HUAWEIRNE-L22 |  | chrome 66.0 for android | ,RNE-L22 Build/HUAWEIRNE-L22,mobile,,chrome 66.0 for android,,,New,
iOS Device | iOS 11.2.1 | google search application 49.0 | 2436x1125,iOS Device,mobile,iOS 11.2.1,google search application 49.0,2436x1125,match_status:2,New,
Windows | Windows 10 | edge 15.0 | 1280x1023,Windows,desktop,Windows 10,edge 15.0,1280x1023,match_status:2,Found,IP_PROXY:ANONYMOUS
Windows | Windows 10 | chrome 66.0 | 3201x1800,Windows,desktop,Windows 10,chrome 66.0,3201x1800,match_status:2,Found,
Blade V6 Plus Build/MRA58K |  | chrome 50.0 for android | ,Blade V6 Plus Build/MRA58K,mobile,,chrome 50.0 for android,,,New,
XT1053 Build/LPAS23.12-21.7-1 |  | chrome 66.0 for android | ,XT1053 Build/LPAS23.12-21.7-1,mobile,,chrome 66.0 for android,,,New,
SAMSUNG-SM-J320A Build/MMB29K |  | chrome 66.0 for android | ,SAMSUNG-SM-J320A Build/MMB29K,mobile,,chrome 66.0 for android,,,New,
Windows | Windows 10 | firefox 60.0 | 1360x768,Windows,desktop,Windows 10,firefox 60.0,1360x768,match_status:2,New,
SM-J700T Build/NMF26X | Android 7.1.1 | chrome 66.0 for android | 1280x720,SM-J700T Build/NMF26X,mobile,Android 7.1.1,chrome 66.0 for android,1280x720,match_status:2,New,
D6603 Build/23.5.A.1.291 |  | chrome 66.0 for android | ,D6603 Build/23.5.A.1.291,mobile,,chrome 66.0 for android,,,New,
IO |  | chrome 65.0 for android | ,IO,mobile,,chrome 65.0 for android,,,New,
moto |  | chrome 62.0 for android | ,moto,mobile,,chrome 62.0 for android,,,New,
rv:60.0 | Mac OS X 10.12 | firefox 60.0 | 1600x900,rv:60.0,desktop,Mac OS X 10.12,firefox 60.0,1600x900,match_status:2,New,
MacOS | Mac OS X 10_12_5 | chrome 66.0 | 2560x1600,MacOS,desktop,Mac OS X 10_12_5,chrome 66.0,2560x1600,match_status:2,New,
SM-T560NU Build/MMB29M | Android 6.0.1 | chrome 65.0 for android | 1280x800,SM-T560NU Build/MMB29M,mobile,Android 6.0.1,chrome 65.0 for android,1280x800,match_status:2,Unknown,
 | Linux | chrome 66.0 | 2400x1600,,desktop,Linux,chrome 66.0,2400x1600,match_status:2,New,
MacOS | Mac OS X 10_9_5 | chrome 66.0 | 1440x900,MacOS,desktop,Mac OS X 10_9_5,chrome 66.0,1440x900,match_status:2,Found,
F5321 |  | chrome 66.0 for android | ,F5321,mobile,,chrome 66.0 for android,,,New,
SM-J320V Build/NMF26X | Android 7.1.1 | chrome 66.0 for android | 1280x720,SM-J320V Build/NMF26X,mobile,Android 7.1.1,chrome 66.0 for android,1280x720,match_status:2,New,
ASUS_X008D Build/NRD90M |  | android webview 4.0 | ,ASUS_X008D Build/NRD90M,mobile,,android webview 4.0,,,New,
iOS Device | iOS 11.2.6 | google | 1334x750,iOS Device,mobile,iOS 11.2.6,google,1334x750,match_status:2,New,
Hisense F20 Build/MMB29M |  | chrome 46.0 for android | ,Hisense F20 Build/MMB29M,mobile,,chrome 46.0 for android,,,New,
XT1635-02 Build/OPN27.76-12-22 |  | chrome 66.0 for android | ,XT1635-02 Build/OPN27.76-12-22,mobile,,chrome 66.0 for android,,,New,
 | Linux | chrome 56.0 | 2220x1081,,desktop,Linux,chrome 56.0,2220x1081,match_status:2,New,
MacOS | Mac OS X 10_12 | safari 10.0 | 1280x800,MacOS,desktop,Mac OS X 10_12,safari 10.0,1280x800,match_status:2,New,
AERIAL |  | chrome 66.0 for android | ,AERIAL,mobile,,chrome 66.0 for android,,,New,
MacOS | Mac OS X 10_13_3 | safari 11.0 | 3360x2100,MacOS,desktop,Mac OS X 10_13_3,safari 11.0,3360x2100,match_status:2,New,
Windows | Windows 7 | chrome 66.0 | 1596x710,Windows,desktop,Windows 7,chrome 66.0,1596x710,match_status:2,New,
rv:60.0 | Android 8.0.0 | firefox | 2076x1080,rv:60.0,mobile,Android 8.0.0,firefox,2076x1080,match_status:2,Found,
Redmi Note 3 Build/MMB29M |  | chrome 54.0 for android | ,Redmi Note 3 Build/MMB29M,mobile,,chrome 54.0 for android,,,New,
MacOS | Mac OS X 10_13_2 | safari 11.0 | 1280x800,MacOS,desktop,Mac OS X 10_13_2,safari 11.0,1280x800,match_status:2,Found,
iOS Device | iOS 11.2.6 | google | 2208x1242,iOS Device,mobile,iOS 11.2.6,google,2208x1242,match_status:2,Found,
SM-J110M Build/LMY48B |  | chrome 66.0 for android | ,SM-J110M Build/LMY48B,mobile,,chrome 66.0 for android,,,New,
iOS Device | iOS 11.3.1 | google | 2224x1668,iOS Device,mobile,iOS 11.3.1,google,2224x1668,match_status:2,Found,
Windows | Windows 10 | firefox 60.0 | 3840x2160,Windows,desktop,Windows 10,firefox 60.0,3840x2160,match_status:2,New,
MacOS | Mac OS X 10_12_4 | chrome 66.0 | 1366x768,MacOS,desktop,Mac OS X 10_12_4,chrome 66.0,1366x768,match_status:2,New,
Z839 | Android 7.1.1 | chrome 66.0 for android | 855x480,Z839,mobile,Android 7.1.1,chrome 66.0 for android,855x480,match_status:2,Found,
Pixel XL Build/OPM4.171019.016.B1 | Android 8.1.0 | chrome 64.0 for android | 2562x1442,Pixel XL Build/OPM4.171019.016.B1,mobile,Android 8.1.0,chrome 64.0 for android,2562x1442,match_status:2,Found,
moto |  | chrome 66.0 for android | ,moto,mobile,,chrome 66.0 for android,,,New,
SM-N950U Build/NMF26X | Android 7.1.1 | chrome 66.0 for android | 2961x1442,SM-N950U Build/NMF26X,mobile,Android 7.1.1,chrome 66.0 for android,2961x1442,match_status:2,New,
Hisense U963 Build/MRA58K |  | chrome 66.0 for android | ,Hisense U963 Build/MRA58K,mobile,,chrome 66.0 for android,,,New,
rv:52.0 | Windows XP | firefox 52.0 | 1600x900,rv:52.0,desktop,Windows XP,firefox 52.0,1600x900,match_status:2,New,
HTC Desire 626s Build/LMY47O |  | chrome 66.0 for android | ,HTC Desire 626s Build/LMY47O,mobile,,chrome 66.0 for android,,,New,
D5316 Build/19.4.A.0.182 |  | chrome 55.0 for android | ,D5316 Build/19.4.A.0.182,mobile,,chrome 55.0 for android,,,Found,
5010G Build/MRA58K |  | chrome 50.0 for android | ,5010G Build/MRA58K,mobile,,chrome 50.0 for android,,,New,
rv:60.0 | Mac OS X 10.11 | firefox 60.0 | 1920x1080,rv:60.0,desktop,Mac OS X 10.11,firefox 60.0,1920x1080,match_status:2,New,
Lenovo | Android 6.0.1 | chrome 66.0 for android | 2560x1600,Lenovo,mobile,Android 6.0.1,chrome 66.0 for android,2560x1600,match_status:2,Found,IP_PROXY:TRANSPARENT
Windows | Windows 10 | edge 17.0 | 3440x1440,Windows,desktop,Windows 10,edge 17.0,3440x1440,match_status:2,Found,
SM-A520F Build/R16NW |  | chrome 66.0 for android | ,SM-A520F Build/R16NW,mobile,,chrome 66.0 for android,,,New,
iOS Device | iOS 11.2.6 | chrome 65.0 for ios | 2001x1125,iOS Device,mobile,iOS 11.2.6,chrome 65.0 for ios,2001x1125,match_status:2,New,
Windows | Windows 10 | edge 17.0 | 2735x1823,Windows,desktop,Windows 10,edge 17.0,2735x1823,match_status:2,Found,
WAS-LX1A Build/HUAWEIWAS-LX1A |  | chrome 66.0 for android | ,WAS-LX1A Build/HUAWEIWAS-LX1A,mobile,,chrome 66.0 for android,,,New,
rv:60.0 | Mac OS X 10.12 | firefox 60.0 | 2560x1440,rv:60.0,desktop,Mac OS X 10.12,firefox 60.0,2560x1440,match_status:2,Found,
LG-H811 Build/MRA58K | Android 6.0 | chrome 66.0 for android | 2560x1440,LG-H811 Build/MRA58K,mobile,Android 6.0,chrome 66.0 for android,2560x1440,match_status:2,New,
E2104 Build/24.0.A.5.14 |  | chrome 66.0 for android | ,E2104 Build/24.0.A.5.14,mobile,,chrome 66.0 for android,,,New,
MacOS | Mac OS X 10_13_4 | chrome 66.0 | 1584x990,MacOS,desktop,Mac OS X 10_13_4,chrome 66.0,1584x990,match_status:2,New,
MacOS | Mac OS X 10_13_4 | safari 11.0 | 3840x2160,MacOS,desktop,Mac OS X 10_13_4,safari 11.0,3840x2160,match_status:2,New,
Windows | Windows 10 | edge 17.0 | 1365x768,Windows,desktop,Windows 10,edge 17.0,1365x768,match_status:2,Found,
rv:60.0 | Mac OS X 10.13 | firefox 60.0 | 1920x1080,rv:60.0,desktop,Mac OS X 10.13,firefox 60.0,1920x1080,match_status:2,Found,
MacOS | Mac OS X 10_12_6 | safari 11.0 | 3840x2400,MacOS,desktop,Mac OS X 10_12_6,safari 11.0,3840x2400,match_status:2,New,
Lenovo YT3-850F Build/MMB29M |  | chrome 54.0 for android | ,Lenovo YT3-850F Build/MMB29M,mobile,,chrome 54.0 for android,,,New,
Windows | Windows 10 | chrome 66.0 | 1727x971,Windows,desktop,Windows 10,chrome 66.0,1727x971,match_status:2,New,
SM-T550 Build/NMF26X |  | chrome 60.0 for android | ,SM-T550 Build/NMF26X,mobile,,chrome 60.0 for android,,,Found,
LG-D680 Build/KOT49I |  | chrome 66.0 for android | ,LG-D680 Build/KOT49I,mobile,,chrome 66.0 for android,,,Found,
AERIAL |  | chrome 60.0 for android | ,AERIAL,mobile,,chrome 60.0 for android,,,New,
Windows | Windows 7 | chrome 67.0 | 1680x945,Windows,desktop,Windows 7,chrome 67.0,1680x945,match_status:2,New,
Ilium Pad T7X Build/LMY47I |  | chrome 66.0 for android | ,Ilium Pad T7X Build/LMY47I,mobile,,chrome 66.0 for android,,,New,
Windows |  | chrome 67.0 | ,Windows,desktop,,chrome 67.0,,,New,IP_PROXY:TRANSPARENT
FP2 |  | chrome 66.0 for android | ,FP2,mobile,,chrome 66.0 for android,,,Found,
LG-M700 Build/NMF26X |  | android webview 4.0 | ,LG-M700 Build/NMF26X,mobile,,android webview 4.0,,,New,
SM-G610M Build/MMB29K |  | chrome 56.0 for android | ,SM-G610M Build/MMB29K,mobile,,chrome 56.0 for android,,,New,
SM-T800 Build/MMB29K |  | chrome 66.0 for android | ,SM-T800 Build/MMB29K,mobile,,chrome 66.0 for android,,,New,
Windows | Windows 10 | chrome 67.0 | 1920x1080,Windows,desktop,Windows 10,chrome 67.0,1920x1080,match_status:2,New,
F5121 Build/34.3.A.0.252 |  | chrome 66.0 for android | ,F5121 Build/34.3.A.0.252,mobile,,chrome 66.0 for android,,,New,
G8142 |  | chrome 66.0 for android | ,G8142,mobile,,chrome 66.0 for android,,,New,
G630-U251 |  | chrome | ,G630-U251,mobile,,chrome,,,New,
rv:60.0 | Windows 10 | firefox 60.0 | 1366x768,rv:60.0,desktop,Windows 10,firefox 60.0,1366x768,match_status:2,New,
LG-SP320 | Android 7.1.1 | chrome 66.0 for android | 1280x720,LG-SP320,mobile,Android 7.1.1,chrome 66.0 for android,1280x720,match_status:2,New,IP_PROXY:TRANSPARENT
Windows | Windows 10 | chrome 66.0 | 2000x1125,Windows,desktop,Windows 10,chrome 66.0,2000x1125,match_status:2,Found,
Windows | Windows 7 | firefox 60.0 | 1280x1023,Windows,desktop,Windows 7,firefox 60.0,1280x1023,match_status:2,New,
SAMSUNG-SM-G900A Build/KOT49H |  | chrome 66.0 for android | ,SAMSUNG-SM-G900A Build/KOT49H,mobile,,chrome 66.0 for android,,,New,
SM-G900F Build/KOT49H |  | android browser 4.0 | ,SM-G900F Build/KOT49H,mobile,,android browser 4.0,,,New,
LG-K212 | Android 6.0.1 | chrome 66.0 for android | 1280x720,LG-K212,mobile,Android 6.0.1,chrome 66.0 for android,1280x720,match_status:2,New,
Windows | Windows 10 | chrome 67.0 | 1024x768,Windows,desktop,Windows 10,chrome 67.0,1024x768,match_status:2,New,
LG-M150 |  | chrome 66.0 for android | ,LG-M150,mobile,,chrome 66.0 for android,,,Found,
Windows | Windows 10 | chrome 51.0 | 1680x1050,Windows,desktop,Windows 10,chrome 51.0,1680x1050,match_status:2,New,
Windows | Windows 7 | chrome 67.0 | 1496x844,Windows,desktop,Windows 7,chrome 67.0,1496x844,match_status:2,New,
 | Android | chrome 66.0 | 1920x1080,,mobile,Android,chrome 66.0,1920x1080,match_status:2,Found,
MacOS | Mac OS X 10_9_5 | chrome 64.0 | 2048x1152,MacOS,desktop,Mac OS X 10_9_5,chrome 64.0,2048x1152,match_status:2,New,
Windows | Windows 10 | edge 17.0 | 2880x1620,Windows,desktop,Windows 10,edge 17.0,2880x1620,match_status:2,New,
 |  | chrome 67.0 | ,,desktop,,chrome 67.0,,,New,
iOS Device | iOS 10.3.3 | google search application 49.0 | 2048x1536,iOS Device,mobile,iOS 10.3.3,google search application 49.0,2048x1536,match_status:2,Found,
Windows | Windows 7 | chrome 66.0 | 1728x972,Windows,desktop,Windows 7,chrome 66.0,1728x972,match_status:2,Found,
Windows | Windows 10 | chrome 66.0 | 1280x720,Windows,desktop,Windows 10,chrome 66.0,1280x720,match_status:2,Found,
SM-N910F Build/MMB29M |  | chrome 66.0 for android | ,SM-N910F Build/MMB29M,mobile,,chrome 66.0 for android,,,New,
iOS Device | iOS 11.4.0 | mobile safari 11.0 | 1136x640,iOS Device,mobile,iOS 11.4.0,mobile safari 11.0,1136x640,match_status:1,New,
Windows | Windows 7 | firefox 60.0 | 1280x900,Windows,desktop,Windows 7,firefox 60.0,1280x900,match_status:2,Found,
RCT6303W87M7 Build/MRA58K | Android 6.0 | chrome 56.0 for android | 1280x800,RCT6303W87M7 Build/MRA58K,mobile,Android 6.0,chrome 56.0 for android,1280x800,match_status:2,New,
Moto G (4) Build/NPJ25.93-14.7 |  | chrome 63.0 for android | ,Moto G (4) Build/NPJ25.93-14.7,mobile,,chrome 63.0 for android,,,New,
SM-S902L | Android 4.4.2 | chrome 66.0 for android | 1920x1080,SM-S902L,mobile,Android 4.4.2,chrome 66.0 for android,1920x1080,match_status:2,New,
SM-G960U Build/R16NW | Android 8.0.0 | chrome 66.0 for android | 2960x1440,SM-G960U Build/R16NW,mobile,Android 8.0.0,chrome 66.0 for android,2960x1440,match_status:2,New,
SM-G930T Build/NRD90M |  | chrome 66.0 for android | ,SM-G930T Build/NRD90M,mobile,,chrome 66.0 for android,,,New,
Windows | Windows 7 | firefox 60.0 | 2560x1440,Windows,desktop,Windows 7,firefox 60.0,2560x1440,match_status:2,New,
iOS Device | iOS 11.2.6 | google | 2001x1125,iOS Device,mobile,iOS 11.2.6,google,2001x1125,match_status:2,Found,
SM-T113NU Build/KTU84P |  | chrome 66.0 for android | ,SM-T113NU Build/KTU84P,mobile,,chrome 66.0 for android,,,New,
LDN-LX3 Build/HUAWEILDN-LX3 |  | chrome 66.0 for android | ,LDN-LX3 Build/HUAWEILDN-LX3,mobile,,chrome 66.0 for android,,,New,
 | Linux | chrome 66.0 | 1280x720,,desktop,Linux,chrome 66.0,1280x720,match_status:2,New,
SM-G610F Build/NRD90M |  | chrome 66.0 for android | ,SM-G610F Build/NRD90M,mobile,,chrome 66.0 for android,,,New,
rv:60.0 | Mac OS X 10.12 | firefox 60.0 | 1280x800,rv:60.0,desktop,Mac OS X 10.12,firefox 60.0,1280x800,match_status:2,New,
Windows | Windows 7 | chrome 67.0 | 1366x768,Windows,desktop,Windows 7,chrome 67.0,1366x768,match_status:2,Found,
Windows | Windows 10 | chrome 67.0 | 2560x1600,Windows,desktop,Windows 10,chrome 67.0,2560x1600,match_status:2,New,
Windows | Windows 10 | chrome 67.0 | 1366x768,Windows,desktop,Windows 10,chrome 67.0,1366x768,match_status:2,Found,
Z955A |  | chrome 66.0 for android | ,Z955A,mobile,,chrome 66.0 for android,,,New,
Moto G (5) Plus Build/NPN25.137-92 |  | android webview 4.0 | ,Moto G (5) Plus Build/NPN25.137-92,mobile,,android webview 4.0,,,New,
SM-G935V Build/NRD90M | Android 7.0 | chrome 66.0 for android | 1280x720,SM-G935V Build/NRD90M,mobile,Android 7.0,chrome 66.0 for android,1280x720,match_status:2,Found,
MacOS | Mac OS X 10_13_4 | chrome 67.0 | 3360x2100,MacOS,desktop,Mac OS X 10_13_4,chrome 67.0,3360x2100,match_status:2,Found,
MacOS | Mac OS X 10_12_5 | chrome 66.0 | 1440x900,MacOS,desktop,Mac OS X 10_12_5,chrome 66.0,1440x900,match_status:2,Found,
Windows | Windows 7 | chrome 66.0 | 1400x1050,Windows,desktop,Windows 7,chrome 66.0,1400x1050,match_status:2,New,
MacOS | Mac OS X 10_11_4 | chrome | 1440x900,MacOS,desktop,Mac OS X 10_11_4,chrome,1440x900,match_status:2,Found,
Windows | Windows 7 | chrome 69.0 | 1600x900,Windows,desktop,Windows 7,chrome 69.0,1600x900,match_status:2,Found,
